dvm_edit,address_final,address_split?,subtotal,actual00,actual01,actual02,actual03,actual04,actual05,actual06,actual07,actual08,actual09,actual10,actual11,actual12,actual13,actual14,actual15,actual16,actual17,actual18
Ida B. Wells Homes,653-661 E 38th St,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,657 E 37th St,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,657-665 E 37th Pl,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,659 E 37th St,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,659-669 E 38th Pl,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,660-668 (662) E 38th Pl,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,660-668 E 38th St,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,660-670 E 39th,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,663-673 E 38th St,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,667 E 37th Pl,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,670-680 E 38th Pl,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,670-686 (674) E 38th St,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,671-677 E 38th Pl,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,672-678 E 39th St,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,679 E 37th Pl,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,679 E 38th Pl,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,679-693 E 37th St,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,680-686 (682) E 39th St,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,688 E 38th St,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,688-694 E 39th St,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,689-699 E 38th Pl,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,698 E 39th St,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,700-708 (704) E 38th St,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,701-709 E 37th Pl,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,710-726 (714) E 38th St,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,713 E 37th Pl,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,720 E 37th Pl,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,725 E 37th Pl,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,728 E 38th St,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,734 E 37th Pl,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,735-743 E 37th Pl,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,738-746 E 38th St,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,745 E 37th Pl,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,748-758 E 38th St,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,750 E 37th Pl,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,757 E 37th Pl,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,760 E 38th St,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,767-777 (773) E 37th Pl,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,770-774 (772) E 38th St,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,776-786 E 38th St,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,779 E 37th Pl,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Jane Addams Homes,1037 S Lytle St,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jane Addams Homes,1100 S Racine Av,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jane Addams Homes,1117 S Throop St,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jane Addams Homes,1204 W Taylor St,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jane Addams Homes,1207 W Cabrini St,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jane Addams Homes,1224 W Roosevelt Rd,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jane Addams Homes,1227 W Cabrini St,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jane Addams Homes,1231 W Cabrini St,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jane Addams Homes,1240 W Roosevelt Rd,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jane Addams Homes,1248 W Taylor St,1,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
Jane Addams Homes,1250 W Taylor St,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
Jane Addams Homes,1255 W Taylor St,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0
Jane Addams Homes,1261 W Cabrini St,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jane Addams Homes,1269 W Cabrini St,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jane Addams Homes,1300 W Taylor St,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
Jane Addams Homes,1313-1317 W Grenshaw St,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jane Addams Homes,1321-1341 W Grenshaw St,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jane Addams Homes,822 S Lytle St,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jane Addams Homes,829 S Ada St,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jane Addams Homes,844 S Lytle St,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jane Addams Homes,844 S Racine Av,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jane Addams Homes,845 S Ada St,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
Jane Addams Homes,847 S Lytle St,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jane Addams Homes,860 S Lytle St,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
Jane Addams Homes,901 S Ada St,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
Jane Addams Homes,902 S Ada St,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
Jane Addams Homes,907 S Lytle St,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jane Addams Homes,916 S Lytle St,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
Jane Addams Homes,918-928 S Lytle St,1,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
Lawndale Complex,1319 S Washtenaw Av,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lawndale Complex,1325 S Washtenaw Av,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lawndale Complex,1331 S Washtenaw Av,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lawndale Complex,2635 W 12th Pl,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lawndale Complex,2641 W 12th Pl,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lawndale Complex,2647 W 12th Pl,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LeClaire Courts,4230-4240 S Cicero Av,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LeClaire Courts,4244-4254 S Cicero Av,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LeClaire Courts,4300-4306 S Cicero Av,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
LeClaire Courts,4300-4310 S Lamon Av,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LeClaire Courts,4300-4310 S Laporte Av,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LeClaire Courts,4301-4307 S Lamon Av,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
LeClaire Courts,4301-4311 S Laporte Av,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LeClaire Courts,4310-4312 S Cicero Av,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
LeClaire Courts,4311-4313 S Lamon Av,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
LeClaire Courts,4312-4322 S Lamon Av,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LeClaire Courts,4312-4322 S Laporte Av,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LeClaire Courts,4313-4323 S Laporte Av,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LeClaire Courts,4316-4322 S Cicero Av,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
LeClaire Courts,4317-4323 S Lamon Av,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
LeClaire Courts,4325-4327 S Laporte Av,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
LeClaire Courts,4325-4339 S Lamon Av,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
LeClaire Courts,4326-4332 S Lamon Av,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
LeClaire Courts,4326-4336 S Cicero Av,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LeClaire Courts,4329-4339 S Laporte Av,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LeClaire Courts,4340-4350 S Cicero Av,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LeClaire Courts,4343-4353 S Lamon Av,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LeClaire Courts,4344-4346 S Lamon Av,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
LeClaire Courts,4350-4360 S Lamon Av,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LeClaire Courts,4355-4369 S Lamon Av,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
LeClaire Courts,4364-4374 S Lamon Av,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LeClaire Courts,4373-4379 S Lamon Av,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
LeClaire Courts,4400-4402 S La Crosse Av,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
LeClaire Courts,4400-4402 S Lamon Av,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
LeClaire Courts,4400-4410 S Cicero Av,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
LeClaire Courts,4401-4403 S Lamon Av,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
LeClaire Courts,4401-4403 S Laporte Av,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
LeClaire Courts,4404-4414 S La Crosse Av,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LeClaire Courts,4404-4414 S Lamon Av,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
LeClaire Courts,4405-4411 S La Crosse Av,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
LeClaire Courts,4405-4415 S Lamon Av,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
LeClaire Courts,4413-4423 S La Crosse Av,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LeClaire Courts,4414-4420 S Cicero Av,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
LeClaire Courts,4416-4426 S La Crosse Av,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LeClaire Courts,4421-4423 S Laporte Av,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
LeClaire Courts,4422-4432 S Cicero Av,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LeClaire Courts,4425-4435 S La Crosse Av,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LeClaire Courts,4428-4430 S La Crosse Av,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
LeClaire Courts,4430-4440 S Lamon Av,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LeClaire Courts,4431-4441 S Lamon Av,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LeClaire Courts,4434-4440 S Cicero Av,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
LeClaire Courts,4437-4447 S La Crosse Av,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LeClaire Courts,4439-4449 S Laporte Av,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LeClaire Courts,4442-4452 S Cicero Av,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
LeClaire Courts,4446-4448 S Laporte Av,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
LeClaire Courts,4447-4453 S Lavergne Av,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
LeClaire Courts,4449-4459 S La Crosse Av,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LeClaire Courts,4452-4462 S La Crosse Av,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LeClaire Courts,4461-4471 S La Crosse Av,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LeClaire Courts,4473-4479 S La Crosse Av,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
LeClaire Courts,4800-4810 W 43rd St,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LeClaire Courts,4800-4810 W 44th St,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LeClaire Courts,4800-4822 W 45th St,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
LeClaire Courts,4801-4823 W 44th St,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
LeClaire Courts,4814-4824 W 44th St,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LeClaire Courts,4814-4832 W 43rd St,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
LeClaire Courts,4828-4838 W 44th St,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LeClaire Courts,4832-4854 W 45th St,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
LeClaire Courts,4833-4843 W 43rd St,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LeClaire Courts,4834-4848 W 43rd St,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
LeClaire Courts,4838-4848 W 44th Pl,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LeClaire Courts,4839-4849 W 44th St,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
LeClaire Courts,4841-4855 W 44th Pl,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
LeClaire Courts,4842-4852 W 44th St,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LeClaire Courts,4845-4859 W 43rd St,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
LeClaire Courts,4852-4854 W 44th Pl,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
LeClaire Courts,4852-4866 W 43rd St,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
LeClaire Courts,4863-4877 W 43rd St,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
LeClaire Courts,4868-4876 W 43rd St,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
LeClaire Courts,4900-4910 W 44th St,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
LeClaire Courts,4900-4910 W 45th St,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LeClaire Courts,4901-4919 W 43rd St,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
LeClaire Courts,4906-4908 W 44th Pl,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
LeClaire Courts,4909-4919 W 44th Pl,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LeClaire Courts,4909-4923 W 44th St,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
LeClaire Courts,4910-4920 W 44th Pl,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LeClaire Courts,4914-4916 W 43rd St,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
LeClaire Courts,4914-4924 W 45th St,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LeClaire Courts,4920-4922 W 43rd St,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
LeClaire Courts,4920-4930 W 44th St,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LeClaire Courts,4921-4931 W 43rd St,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LeClaire Courts,4921-4931 W 44th Pl,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LeClaire Courts,4922-4932 W 44th Pl,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LeClaire Courts,4924-4926 W 43rd St,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
LeClaire Courts,4928-4950 W 45th St,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
LeClaire Courts,4930-4936 W 43rd St,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
LeClaire Courts,4933-4943 W 43rd St,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LeClaire Courts,4934-4944 W 44th Pl,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LeClaire Courts,4934-4952 W 44th St,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
LeClaire Courts,4938-4948 W 43rd St,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LeClaire Courts,4945-4959 W 43rd St,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
LeClaire Courts,4946-4948 W 44th Pl,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
LeClaire Courts,4950-4968 W 43rd St,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
LeClaire Courts,4954-4964 W 44th Pl,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LeClaire Courts,4954-4972 W 44th St,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
LeClaire Courts,4961-4967 W 44th Pl,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
LeClaire Courts,4966-4976 W 44th Pl,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
LeClaire Courts,4970-4984 W 43rd St,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
Madden Park Homes,3640 S Ellis Av,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Madden Park Homes,3750 S Ellis Av,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madden Park Homes,3804 S Ellis Av,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madden Park Homes,3807 S Cottage Grove Av,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madden Park Homes,3808 S Lake Park Av,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Madden Park Homes,3814 S Lake Park Av,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Madden Park Homes,3822 S Lake Park Av,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Madden Park Homes,3828 S Ellis Av,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madden Park Homes,3830 S Lake Park Av,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Madden Park Homes,3835 S Cottage Grove Av,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madden Park Homes,3837 S Ellis Av,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madden Park Homes,3850 S Ellis Av,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madden Park Homes,3855 S Ellis Av,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madden Park Homes,3863 S Cottage Grove Av,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madden Park Homes,740 E 37th St,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Madden Park Homes,820 E Pershing Rd,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prairie Courts Extension,2822 S Calumet Av,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Taylor Homes,4022 S State St,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Taylor Homes,4037 S Federal St,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Taylor Homes,4101 S Federal St,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Taylor Homes,4331 S State St,0,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Taylor Homes,4352 S State St,0,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Taylor Homes,4410 S State St,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Taylor Homes,4429 S Federal St,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0
Robert Taylor Homes,4444 S State St,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Taylor Homes,4500 S State St,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Taylor Homes,4525 S Federal St,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Taylor Homes,4555 S Federal St,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Taylor Homes,4844 S State St,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Taylor Homes,4845 S Federal St,0,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Taylor Homes,4848 S State St,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Taylor Homes,4946 S State St,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Taylor Homes,4950 S State St,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Taylor Homes,5100 S State St,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Taylor Homes,5135 S Federal St,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0
Robert Taylor Homes,5201 S Federal St,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Taylor Homes,5247 S Federal St,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Taylor Homes,5266 S State St,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rockwell Gardens,2417 W Adams,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rockwell Gardens,2450 W Monroe St,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0
